5;V00411;EMBRAYAGE;KIT EMBRAYAGE;;;11/09/2017;83.70;38.33
1;V01145;DIRECTION, SUSPENSION, TRANSMISSION;SOUFFLET;95840;VILLIERS ADAM;19/04/2016;-11.29;38.44
7;V00740;LIQUIDE;HUILE MOTEUR;95300;ENNERY;16/01/2016;20.27;42.03
5;V00411;FILTRATION;FILTRE A HUILE;;;20/07/2015;26.82;35.09
7;V00695;COMPTABILITE;CONSIGNE;95450;CONDECOURT;11/10/2016;83.34;40
1;V00330;FREINAGE;KIT DE FREIN;95015;CERGY PONTOISE;13/07/2016;60.03;48.28
1;V01201;ENTRAINEMENT;GALET, POULIE, DAMPER;95520;OSNY;20/03/2017;60.74;20.38
5;V00424;DIVERS;DIVERS 0;;;02/12/2017;4.16;28.61
5;V00411;ENTRAINEMENT;COURROIES;;;09/02/2017;10.97;45.40
8;V01009;DIRECTION, SUSPENSION, TRANSMISSION;ROULEMENT;78130;LES MUREAUX;21/11/2016;0;0
6;V00752;ENTRAINEMENT;COURROIES;95450;VIGNY;04/08/2015;17.61;49.97
5;V00411;ELECTRICITE;BATTERIE;;;26/08/2015;48.20;43.34
5;V00411;ELECTRICITE;CAPTEURS, SONDES;;;13/05/2016;53.60;27.50
7;V00464;FILTRATION;FILTRE A AIR;95301;PONTOISE;17/08/2016;18.29;29.36
1;V00449;EQUIPEMENT ATELIER;CONSOMABLE;95027;CERGY-PONTOISE CEDEX;31/07/2015;-601.36;28.57
5;V00411;ECLAIRAGE;LAMPE, AMPOULE, AMPOULE PHARE;;;25/10/2016;24.16;52.36
7;V00739;DIVERS;DIVERS 0;95000;CERGY;02/08/2017;21.39;28.56
5;V01105;FREINAGE;DISQUE;.;.;27/05/2016;-50;57.60
1;V00043;COMPTABILITE;CONSIGNE;95150;TAVERNY;30/05/2016;45.73;0
1;V00043;FILTRATION;FILTRE A AIR;95150;TAVERNY;11/01/2016;13.55;29.37
1;V01029;FILTRATION;FILTRE HABITACLE;95800;CERGY;09/06/2015;10.11;29.38
5;V00411;DIVERS;TUYAU, DURITE;;;13/05/2017;4.97;57.14
8;V00166;FILTRATION;FILTRE A AIR;95650;PUISEUX PONTOISE;16/10/2015;7.65;25.62
5;V00559;FREINAGE;DISQUE;60119;HENONVILLE;05/12/2017;50;42
1;V00177;FILTRATION;FILTRE A HUILE;95280;JOUY LE MOUTIER;23/02/2015;14.38;25.66
7;V00739;FILTRATION;FILTRE A CARBURANT;95000;CERGY;11/02/2015;88.41;26.80
5;V00411;ENTRAINEMENT;KIT COURROIE D'ACCESSOIRES;;;10/04/2015;92.95;48.67
7;V01148;ELECTRICITE;BATTERIE;60240;MONTJAVOULT;22/09/2017;-5.94;115.15
1;V00109;EQUIPEMENT ATELIER;OUTILLAGE;95280;JOUY LE MOUTIER;03/02/2015;128;40
7;V01044;EQUIPEMENT ATELIER;CONSOMABLE;95480;PIERRELAYE;11/01/2017;26.01;21.22
6;V00331;ELECTRICITE;BOUGIE DE PRECHAUFFAGE;95640;MARINES;01/04/2016;-68.70;40
1;V00105;ECHAPPEMENT;TUBE, SILENCIEUX;95320;SAINT LEU LA FORET;29/06/2017;91.09;37.83
1;V00208;EQUIPEMENT ATELIER;OUTILLAGE;78700;CONFLANS STE HONORIN;30/08/2016;3;22
2;V00795;EQUIPEMENT ATELIER;CONSOMABLE;94120;FONTENAY-SOUS-BOIS;26/05/2016;28.38;43.73
1;V00937;DIVERS;CABLE;95310;ST OUEN L AUMONE;26/04/2017;32.83;44.29
7;V01121;EQUIPEMENT ATELIER;OUTILLAGE;60240;FLEURY;31/03/2016;14.18;27.79
6;V00257;FILTRATION;FILTRE A HUILE;95650;BOISSY L'AILLERIE;05/11/2015;7.35;25.71
1;V01122;VITRAGE;DIVERS VITRAGE 0;95310;ST OUEN L AUMONE;17/06/2016;22;30
7;V00676;LIQUIDE;HUILE DE BOITE;95520;OSNY;09/02/2017;47.33;37.88
8;V00166;FILTRATION;FILTRE HABITACLE;95650;PUISEUX PONTOISE;03/09/2015;10.42;25.62
8;V00968;FILTRATION;FILTRE HABITACLE;95310;ST OUEN L AUMONE;24/02/2015;28.79;29.35
8;V00968;ECLAIRAGE;;95310;ST OUEN L AUMONE;17/02/2015;15.60;53.33
7;V01077;29;;95220;HERBLAY;24/02/2015;6.12;56.37
8;V00166;FILTRATION;FILTRE A AIR;95650;PUISEUX PONTOISE;16/03/2016;11.08;25.63
2;V01269;EQUIPEMENT ATELIER;OUTILLAGE;95150;TAVERNY;03/08/2017;74.56;25
1;V01122;ECLAIRAGE;LAMPE, AMPOULE, AMPOULE PHARE;95310;ST OUEN L AUMONE;21/04/2016;21;55
8;V01009;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;DIVERS ACCESSOIRES, ENTRETIEN;78130;LES MUREAUX;17/05/2016;29.07;33.33
5;V00411;FREINAGE;PLAQUETTE;;;29/11/2016;30;50
1;V00868;VITRAGE;DIVERS VITRAGE 0;59148;FLINES LEZ RACHES;02/03/2016;426.40;30.98
5;V00411;ELECTRICITE;DIVERS ELECTRICITE 0;;;02/06/2016;16.28;42.87
2;V00763;EQUIPEMENT ATELIER;OUTILLAGE;92500;RUEIL MALMAISON;30/08/2016;7.80;22.05
5;V00411;ELECTRICITE;BOUGIE D'ALLUMAGE;;;21/10/2015;56.71;38.34
5;V00411;ECLAIRAGE;LAMPE, AMPOULE, AMPOULE PHARE;;;21/12/2015;143.72;37.83
5;V00411;ENTRAINEMENT;KIT DE DISTRIBUTION AVEC POMPE A EAU;;;11/02/2017;95.88;24
8;V00166;FILTRATION;FILTRE A AIR;95650;PUISEUX PONTOISE;12/04/2017;21.85;27.69
8;V00968;FREINAGE;DISQUE;95310;ST OUEN L AUMONE;05/07/2016;261.04;27.49
1;V00279;VITRAGE;PEINTURE, VERNIS, DURCISSEUR, PPS;95310;SAINT OUEN L'AUMONE;16/07/2016;382.45;35.71
2;V00784;EQUIPEMENT ATELIER;OUTILLAGE;78580;MAULE;08/01/2016;97.22;38.33
1;V00358;FILTRATION;FILTRE HABITACLE;;;10/06/2015;14.51;35.77
1;V01201;LIQUIDE;HUILE MOTEUR;95520;OSNY;31/07/2017;49.60;21.39
7;V01162;VITRAGE;PEINTURE, VERNIS, DURCISSEUR, PPS;95300;HEROUVILLE;19/07/2017;33.60;28.57
2;V00803;VITRAGE;DIVERS VITRAGE 0;78380;BOUGIVAL;15/05/2017;90;45.60
7;V01111;DIVERS;BAGUE, JOINT;95000;CERGY;27/03/2017;13.46;33.88
1;V00636;FILTRATION;FILTRE A AIR;95310;ST OUEN L AUMONE;03/12/2015;21.42;29.37
8;V00166;FREINAGE;PLAQUETTE;95650;PUISEUX PONTOISE;25/10/2016;18;27.50
1;V00074;FILTRATION;FILTRE A CARBURANT;95250;BEAUCHAMP;04/06/2015;15.80;25.70
5;V00411;FREINAGE;DISQUE;;;21/09/2015;41.76;58.33
7;V01148;FILTRATION;FILTRE A AIR;60240;MONTJAVOULT;13/11/2017;10.94;31.35
6;V00601;FILTRATION;FILTRE A CARBURANT;95310;ST OUEN L AUMONE;09/12/2015;15.01;21.79
6;V00331;ENTRAINEMENT;KIT DE DISTRIBUTION, ACCESSOIRES;95640;MARINES;18/05/2015;77.97;36.67
6;V00331;COMPTABILITE;CONSIGNE;95640;MARINES;27/07/2016;-200;0
8;V00572;ECLAIRAGE;LAMPE, AMPOULE, AMPOULE PHARE;95650;PUISEUX PONTOISE;06/06/2015;5.51;26.32
1;V00179;FREINAGE;PLAQUETTE;78700;CONFLANS ST HONORINE;20/09/2017;77.40;51.67
7;V00739;FILTRATION;FILTRE A CARBURANT;95000;CERGY;08/03/2017;21.38;72.68
6;V00979;FILTRATION;FILTRE A CARBURANT;95450;VIGNY;10/11/2016;-25;33.24
7;V00739;FILTRATION;FILTRE HABITACLE;95000;CERGY;06/01/2015;34.07;29.35
5;V00411;LIQUIDE;LIQUIDE DE FREIN;;;28/07/2017;2.58;33.33
2;V00784;VITRAGE;ABRASIF, MASQUAGE;78580;MAULE;16/09/2016;45.88;34.57
8;V00968;FILTRATION;FILTRE HABITACLE;95310;ST OUEN L AUMONE;01/09/2015;9.02;25.61
1;V00636;FILTRATION;FILTRE HABITACLE;95310;ST OUEN L AUMONE;08/09/2015;12.77;29.37
1;V00716;VITRAGE;PEINTURE, VERNIS, DURCISSEUR, PPS;95480;PIERRELAYE;28/07/2015;107.12;52.18
8;V00166;FILTRATION;FILTRE A HUILE;95650;PUISEUX PONTOISE;13/12/2017;7.37;25.78
1;V00951;VITRAGE;PEINTURE, VERNIS, DURCISSEUR, PPS;95000;CERGY;13/06/2017;108.24;39.02
5;V01071;EMBRAYAGE;KIT EMBRAYAGE;95000;CERGY;27/01/2017;69.55;26
5;V00956;FILTRATION;FILTRE A HUILE;;;14/06/2016;5;10.80
1;V00638;FILTRATION;FILTRE A AIR;95840;VILLIERS ADAM;08/09/2015;3.87;29.46
7;V01179;FREINAGE;PLAQUETTE;78700;CONFLANS STE HONORINE;17/05/2017;44.05;42
5;V00411;ELECTRICITE;BATTERIE;;;19/01/2016;339.76;40.13
2;V00811;VITRAGE;PEINTURE, VERNIS, DURCISSEUR, PPS;93210;LA PLAINE ST DENIS;13/07/2017;57.87;41.68
8;V00689;DIVERS;DIVERS 0;;;01/03/2017;360.44;9
8;V00166;FILTRATION;FILTRE A HUILE;95650;PUISEUX PONTOISE;04/07/2015;4.60;21.74
5;V01230;FILTRATION;FILTRE HABITACLE;95000;CERGY;14/06/2017;23.33;31.29
7;V00739;VITRAGE;RETROVISEUR, MIROIR;95000;CERGY;12/05/2015;11.18;29.70
5;V00411;FILTRATION;FILTRE A AIR;;;16/03/2017;44.92;29.39
7;V00739;FILTRATION;FILTRE A AIR;95000;CERGY;24/04/2017;6.98;27.65
6;V00188;THERMIQUE;DIVERS THERMIQUE;27620;GASNY;11/09/2017;191.90;24.49
7;V00749;DIVERS;DIVERS 0;78570;CHANTELOUP LES VIGNES;27/01/2016;30;13.33
1;V00716;VITRAGE;PEINTURE, VERNIS, DURCISSEUR, PPS;95480;PIERRELAYE;29/09/2015;198.16;35.81
6;V00331;MOTEUR;PIECES MOTEUR;95640;MARINES;10/01/2017;295.06;38.57
1;V00208;17;;78700;CONFLANS STE HONORIN;16/02/2015;94.46;31.04
1;V00330;ELECTRICITE;BOBINE;95015;CERGY PONTOISE;09/06/2015;77.76;35.01
5;V00411;ECHAPPEMENT;VANNE EGR;;;21/07/2016;85.13;24
1;V01122;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;PLAQUE D'IMMATRICULATION;95310;ST OUEN L AUMONE;11/09/2017;50;52
8;V01009;ENTRAINEMENT;KIT DE DISTRIBUTION AVEC POMPE A EAU;78130;LES MUREAUX;23/08/2016;84.10;37.82
5;V00411;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;DIVERS ACCESSOIRES, ENTRETIEN;;;05/11/2016;20.40;38.24
7;V00676;DIRECTION, SUSPENSION, TRANSMISSION;BUTEE, SEMELLE, COUPELLE, KIT DE PROTECTION;95520;OSNY;26/09/2016;37.57;32.31
7;V00688;VITRAGE;DIVERS VITRAGE 0;;;15/04/2016;15.09;33.86
1;V01122;EQUIPEMENT ATELIER;CONSOMABLE;95310;ST OUEN L AUMONE;23/06/2017;74.06;30
7;V00739;DIRECTION, SUSPENSION, TRANSMISSION;ROULEMENT;95000;CERGY;21/03/2017;22.45;53.85
5;V01010;LIQUIDE;HUILE MOTEUR;95800;COURDIMANCHE;22/10/2015;25.60;37.89
8;V00968;FILTRATION;FILTRE HABITACLE;95310;ST OUEN L AUMONE;26/07/2016;56.26;25.63
5;V00413;FILTRATION;FILTRE HABITACLE;95610;ERAGNY;19/05/2015;9.90;29.39
6;V00331;ENTRAINEMENT;KIT DE DISTRIBUTION AVEC POMPE A EAU;95640;MARINES;20/08/2015;121.88;41.54
1;V00358;ECHAPPEMENT;ACCESSOIRES DE MONTAGE;;;20/10/2015;11.74;47.36
5;V00411;ECHAPPEMENT;TUBE, SILENCIEUX;;;24/05/2017;87.60;38.66
1;V01114;ELECTRICITE;BATTERIE;95520;OSNY;06/11/2015;99.58;43.33
5;V00411;ENTRAINEMENT;COURROIES;;;28/07/2017;11.61;49.96
8;V00166;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;PLAQUE D'IMMATRICULATION;95650;PUISEUX PONTOISE;14/03/2015;15;42.67
7;V00695;FILTRATION;FILTRE A CARBURANT;95450;CONDECOURT;04/03/2016;-9.40;21.70
2;V00843;EQUIPEMENT ATELIER;MATERIEL;78260;ACHERES;08/06/2015;99.74;56.50
6;V00752;ENTRAINEMENT;DEMARREUR;95450;VIGNY;28/05/2015;-127.80;36.67
5;V00411;FILTRATION;FILTRE A AIR;;;18/02/2016;17.19;32.11
6;V00331;EQUIPEMENT ATELIER;OUTILLAGE;95640;MARINES;14/11/2015;2.54;40.16
1;V01191;ELECTRICITE;BATTERIE;95000;CERGY;18/07/2017;103.20;33.33
6;V00228;ECHAPPEMENT;CATALYSEURS;95300;ENNERY;14/10/2015;-161.25;30.67
6;V00331;FILTRATION;FILTRE A HUILE;95640;MARINES;02/05/2017;25.98;29.56
5;V00411;FREINAGE;PLAQUETTE;;;31/01/2017;111.85;41.99
6;V00607;DIRECTION, SUSPENSION, TRANSMISSION;BUTEE, SEMELLE, COUPELLE, KIT DE PROTECTION;60240;BOUCONVILLERS;25/09/2015;43.35;43.32
5;V00411;LIQUIDE;HUILE DE BOITE;;;04/04/2016;13.52;45.64
1;V00449;FILTRATION;FILTRE A AIR;95027;CERGY-PONTOISE CEDEX;31/01/2017;23.98;24.98
8;V01009;FREINAGE;PLAQUETTE;78130;LES MUREAUX;15/11/2016;42.68;27.51
1;V00992;VITRAGE;ABRASIF, MASQUAGE;95220;HERBLAY;27/07/2015;109.25;43.75
1;V00425;EQUIPEMENT ATELIER;MATERIEL;95310;ST OUEN L'AUMONE;15/11/2016;2,859.60;24.67
1;V00074;FREINAGE;PLAQUETTE;95250;BEAUCHAMP;14/09/2017;14.96;36.50
8;V00166;FILTRATION;FILTRE HABITACLE;95650;PUISEUX PONTOISE;22/05/2017;15.93;27.75
2;V00765;VITRAGE;PEINTURE, VERNIS, DURCISSEUR, PPS;78470;ST REMY LES CHEVREUSE;07/09/2017;96.23;61.88
8;V00968;ELECTRICITE;CAPTEURS, SONDES;95310;ST OUEN L AUMONE;20/09/2017;-10.24;53.61
7;V00739;FREINAGE;PLAQUETTE;95000;CERGY;28/10/2015;17.48;14.99
5;V00956;DIRECTION, SUSPENSION, TRANSMISSION;AMORTISSEUR;;;07/01/2015;52;9.23
6;V01098;DIRECTION, SUSPENSION, TRANSMISSION;ROTULE, BIELLETTE, TRIANGLE, SILENTBLOC;.;.;24/08/2015;-81.46;47.27
5;V01105;ENTRAINEMENT;COURROIES;.;.;15/11/2016;20.46;51.56
6;V00331;EQUIPEMENT ATELIER;OUTILLAGE;95640;MARINES;04/06/2015;46.48;15.38
7;V00739;ELECTRICITE;BOUGIE DE PRECHAUFFAGE;95000;CERGY;19/08/2015;35.20;34.55
5;V00411;CONSOMMABLE CARROSSERIE;;;;31/03/2015;9.24;39.94
6;V00331;FREINAGE;PLAQUETTE;95640;MARINES;07/10/2016;-95;42
7;V00739;ELECTRICITE;DIVERS ELECTRICITE 0;95000;CERGY;27/06/2016;2.97;31.99
6;V00084;VITRAGE;PEINTURE, VERNIS, DURCISSEUR, PPS;95180;MENUCOURT;03/09/2015;48.40;34.21
1;V00074;MOTEUR;SUPPORT MOTEUR;95250;BEAUCHAMP;23/02/2017;36.50;26.19
6;V00188;ENTRAINEMENT;ALTERNATEUR;27620;GASNY;28/09/2015;110.03;43.33
6;V00626;THERMIQUE;DIVERS THERMIQUE;95480;PIERRELAYE;07/07/2015;262.23;43.81
8;V00968;ELECTRICITE;BATTERIE;95310;ST OUEN L AUMONE;02/08/2017;85.13;16
8;V00166;ENTRAINEMENT;DEMARREUR;95650;PUISEUX PONTOISE;16/06/2015;99.76;34.48
8;V00166;DIVERS;DIVERS 0;95650;PUISEUX PONTOISE;19/07/2017;420.89;10.67
2;V00766;VITRAGE;ABRASIF, MASQUAGE;93120;LA COURNEUVE;13/01/2016;95.74;22.73
7;V01121;VITRAGE;DIVERS VITRAGE 0;60240;FLEURY;05/10/2015;18.95;22.37
7;V00676;FILTRATION;FILTRE A AIR;95520;OSNY;25/01/2016;6.45;25.74
5;V00411;THERMIQUE;PIECE DE CLIMATISATION;;;15/06/2015;23.92;57.23
1;V00330;EQUIPEMENT ATELIER;DIVERS EQUIPEMENT ATELIER;95015;CERGY PONTOISE;29/12/2017;39.60;39.70
7;V01044;FREINAGE;PLAQUETTE;95480;PIERRELAYE;11/01/2017;35.77;28.91
7;V01159;COMPTABILITE;CONSIGNE;95310;ST OUEN L AUMONE;18/07/2016;350;0
5;V01232;FILTRATION;FILTRE A CARBURANT;;;25/07/2017;18.22;29.53
5;V00411;FREINAGE;DISQUE AVEC ROULEMENT;;;17/09/2016;91.41;29.09
1;V00330;FREINAGE;KIT DE FREIN;95015;CERGY PONTOISE;12/01/2017;108.06;41.38
8;V00691;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;PLAQUE D'IMMATRICULATION;;;18/07/2015;4.73;9.09
5;V00411;FILTRATION;FILTRE A HUILE;;;10/10/2017;32.91;29.54
7;V01179;FILTRATION;FILTRE A CARBURANT;78700;CONFLANS STE HONORINE;05/05/2017;25.39;29.54
2;V00807;DIVERS;DIVERS 0;95650;BOISSY L AILLERIE;04/05/2016;750;40
1;V00633;DIVERS;BAGUE, JOINT;95150;TAVERNY;10/04/2017;10.42;35.80
8;V00098;VITRAGE;PARE BRISE, LUNETTE;78700;CONFLANS STE HONORINE;10/04/2015;35.93;2.89
2;V01003;LIQUIDE;LIQUIDE DE REFROIDISSEMENT;78500;SARTROUVILLE;30/08/2016;149;16.11
7;V01159;FREINAGE;DISQUE;95310;ST OUEN L AUMONE;09/06/2016;50;42
1;V01134;FILTRATION;FILTRE A CARBURANT;95650;PUISEUX PONTOISE;05/09/2016;11.58;25.65
5;V00411;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;ESSUIE GLACES;;;07/05/2015;29.88;36.68
8;V01009;DIVERS;DIVERS 0;78130;LES MUREAUX;01/06/2016;7.30;26.71
7;V00676;ELECTRICITE;BOUGIE DE PRECHAUFFAGE;95520;OSNY;30/01/2016;-72.82;34.55
1;V01029;FREINAGE;PLAQUETTE;95800;CERGY;30/10/2017;53.58;32.62
7;V00739;FILTRATION;FILTRE A AIR;95000;CERGY;28/01/2016;-4.87;25.67
1;V00638;VITRAGE;DIVERS VITRAGE 0;95840;VILLIERS ADAM;16/09/2015;9.90;34.04
7;V00740;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;ESSUIE GLACES;95300;ENNERY;09/11/2015;5.20;24.04
5;V00513;9;;95;;25/02/2015;30.15;34.13
6;V00331;FILTRATION;FILTRE HABITACLE;95640;MARINES;01/09/2015;19;29.37
5;V00411;EQUIPEMENT ATELIER;CONSOMABLE;;;07/04/2017;56.89;30.43
5;V00960;FILTRATION;FILTRE A AIR;;;27/05/2015;11.66;29.33
1;V00716;VITRAGE;ABRASIF, MASQUAGE;95480;PIERRELAYE;11/12/2017;75.04;19.99
8;V01009;EQUIPEMENT ATELIER;CONSOMABLE;78130;LES MUREAUX;13/03/2017;24.48;48.53
1;V01191;FREINAGE;PLAQUETTE;95000;CERGY;20/07/2017;67.14;33.33
7;V00739;ELECTRICITE;BOBINE;95000;CERGY;11/07/2016;29.15;29.09
1;V00992;VITRAGE;PEINTURE, VERNIS, DURCISSEUR, PPS;95220;HERBLAY;01/12/2016;276.48;52.89
2;V00822;VITRAGE;DIVERS VITRAGE 0;95150;TAVERNY;08/12/2016;49.15;47.81
1;V01201;FILTRATION;FILTRE A AIR;95520;OSNY;20/10/2017;6.69;27.65
2;V00150;EQUIPEMENT ATELIER;MATERIEL;95310;SAINT OUEN L'AUMONE;13/03/2017;36.77;63.56
1;V00177;EQUIPEMENT ATELIER;CONSOMABLE;95280;JOUY LE MOUTIER;10/09/2015;16.11;27.75
1;V00074;ENTRAINEMENT;COURROIES;95250;BEAUCHAMP;20/10/2017;-2.40;40
5;V00411;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;ESSUIE GLACES;;;14/01/2016;34.80;36.67
6;V00228;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;ADDITIF;95300;ENNERY;26/09/2017;12.71;41.15
5;V00559;LIQUIDE;LIQUIDE DE REFROIDISSEMENT;60119;HENONVILLE;24/08/2016;6.28;24.36
2;V00150;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;DIVERS ACCESSOIRES, ENTRETIEN;95310;SAINT OUEN L'AUMONE;07/03/2016;15.80;55
8;V00166;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;ESSUIE GLACES;95650;PUISEUX PONTOISE;23/07/2015;18.33;19.15
8;V00166;ENTRAINEMENT;KIT DE DISTRIBUTION AVEC POMPE A EAU;95650;PUISEUX PONTOISE;10/04/2017;130.65;30.91
7;V00714;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;ADDITIF;95520;OSNY;23/06/2017;20.52;37.48
